tag,x,y
path,12.3981,-6.0209
path,14.7423,-5.53783
path,17.3458,-4.8778
path,19.7905,-4.14383
path,22.216,-3.4665
path,24.6223,-2.98194
path,27.0093,-2.77656
path,29.3768,-3.0094
path,31.7288,-3.62101
path,34.0683,-4.54452
path,36.402,-5.60345
path,38.7358,-6.63052
path,41.0741,-7.51481
path,43.4241,-8.07515
path,45.7865,-8.2106
path,48.1574,-7.90643
path,50.5232,-7.22966
path,52.8691,-6.26095
path,55.1856,-5.05093
path,57.4589,-3.6776
path,59.6736,-2.21243
path,61.8135,-0.679704
path,63.8461,0.915754
path,65.7317,2.59798
path,67.4448,4.37936
path,68.9467,6.27875
path,70.1975,8.31624
path,71.1809,10.496
path,71.8825,12.8155
path,72.3247,15.2396
path,72.519,17.7481
path,72.4833,20.3098
path,72.235,22.8935
path,71.7872,25.4792
path,71.153,28.0337
path,70.4026,30.549
path,69.5868,33.0214
path,68.7965,35.4521
path,68.1208,37.8411
path,67.6186,40.1885
path,67.3828,42.4941
path,67.4903,44.7587
path,67.9581,46.9852
path,68.7628,49.1814
path,69.85,51.3572
path,71.1874,53.5187
path,72.7269,55.6755
path,74.4224,57.8376
path,76.235,60.0091
path,78.1047,62.1954
path,79.9103,64.381
path,81.5752,66.5572
path,82.9806,68.7094
path,84.0079,70.8232
path,84.5797,72.8891
path,84.5594,74.8918
path,83.9451,76.8228
path,82.7657,78.6777
path,81.1316,80.4533
path,79.149,82.1462
path,76.8876,83.754
path,74.4525,85.2732
path,71.9514,86.7
path,69.4454,88.0334
path,67.0279,89.2722
path,64.6847,90.4342
path,62.4118,91.5302
path,60.1948,92.5782
path,58.0204,93.5959
path,55.8801,94.595
path,53.7608,95.5935
path,51.6494,96.6088
path,49.5374,97.6465
path,47.412,98.7074
path,45.2608,99.7822
path,43.0753,100.866
path,40.843,101.951
path,38.5513,103.029
path,36.1919,104.095
path,33.7481,105.147
path,31.2297,106.153
path,28.6524,107.087
path,26.058,107.888
path,23.4885,108.495
path,20.9713,108.869
path,18.5478,108.95
path,16.2602,108.676
path,14.1336,108.015
path,12.2078,106.908
path,10.4755,105.415
path,8.93282,103.57
path,7.56876,101.44
path,6.3732,99.0891
path,5.33938,96.5603
path,4.45754,93.9179
path,3.71865,91.2265
path,3.10635,88.5225
path,2.58518,85.8528
path,2.09067,83.2448
path,1.58284,80.7186
path,1.00127,78.3044
path,0.28563,76.0323
path,-0.604294,73.9224
path,-1.7349,72.0092
path,-3.14077,70.3039
path,-4.81968,68.7949
path,-6.72677,67.4342
path,-8.80837,66.1673
path,-11.0304,64.959
path,-13.3418,63.7567
path,-15.6915,62.5073
path,-18.0454,61.177
path,-20.3525,59.7085
path,-22.5616,58.0989
path,-24.6387,56.3501
path,-26.5328,54.479
path,-28.1927,52.5005
path,-29.5844,50.4246
path,-30.6567,48.2659
path,-31.3544,46.0394
path,-31.6576,43.7546
path,-31.5438,41.4258
path,-31.1019,39.0649
path,-30.383,36.6799
path,-29.4692,34.2829
path,-28.4418,31.886
path,-27.3544,29.4971
path,-26.298,27.1293
path,-25.2946,24.7893
path,-24.3411,22.4802
path,-23.3947,20.2033
path,-22.4146,17.9599
path,-21.374,15.751
path,-20.2323,13.5779
path,-18.9487,11.4417
path,-17.5078,9.3475
path,-15.9003,7.30726
path,-14.1455,5.34319
path,-12.2535,3.46898
path,-10.2395,1.70531
path,-8.11864,0.0728032
path,-5.90099,-1.41477
path,-3.60175,-2.73676
path,-1.23605,-3.87254
path,1.18599,-4.80835
path,3.64922,-5.52353
path,6.13847,-5.99745
path,8.64364,-6.21635
path,11.4244,-6.09457
path,12.5385,-6.03603
big_orange,11.2956,-1.14396
big_orange,13.6168,-0.666162
yellow,16.0149,-0.0581737
yellow,18.3989,0.658604
yellow,21.047,1.39492
yellow,23.9099,1.96705
yellow,27.0382,2.22336
yellow,30.2575,1.91243
yellow,33.2837,1.13105
yellow,36.021,0.0584402
yellow,38.4421,-1.0386
yellow,40.629,-2.0028
yellow,42.5464,-2.73652
yellow,44.1544,-3.12877
yellow,45.6084,-3.21377
yellow,47.1434,-3.01033
yellow,48.8746,-2.50925
yellow,50.7523,-1.73113
yellow,52.7331,-0.693687
yellow,54.7863,0.548169
yellow,56.8383,1.90596
yellow,58.8142,3.32083
yellow,60.6379,4.75084
yellow,62.2644,6.20048
yellow,63.679,7.6686
yellow,64.849,9.14389
yellow,65.7792,10.657
yellow,66.4985,12.2496
yellow,67.0218,13.9875
yellow,67.3659,15.8795
yellow,67.5215,17.9044
yellow,67.4909,20.0342
yellow,67.2797,22.2262
yellow,66.8944,24.4493
yellow,66.3297,26.7164
yellow,65.6323,29.051
yellow,64.8352,31.465
yellow,64.0129,33.9971
yellow,63.2686,36.6344
yellow,62.6803,39.4053
yellow,62.3848,42.3537
yellow,62.5308,45.3939
yellow,63.153,48.3677
yellow,64.174,51.1672
yellow,65.4856,53.7969
yellow,67.0263,56.2909
yellow,68.7251,58.673
yellow,70.5361,60.9835
yellow,72.4159,63.2362
yellow,74.2774,65.4128
yellow,75.9977,67.4941
yellow,77.497,69.45
yellow,78.6372,71.1862
yellow,79.338,72.6098
yellow,79.625,73.5607
yellow,79.6232,74.0955
yellow,79.4266,74.682
yellow,78.8135,75.615
yellow,77.6708,76.8446
yellow,76.0794,78.1993
yellow,74.1165,79.5921
yellow,71.8901,80.9797
yellow,69.5375,82.3212
yellow,67.1301,83.6018
yellow,64.7765,84.8077
yellow,62.4876,85.9427
yellow,60.2572,87.0182
yellow,58.0665,88.0538
yellow,55.9032,89.0663
yellow,53.7571,90.0681
yellow,51.6118,91.0789
yellow,49.4635,92.1119
yellow,47.3183,93.1659
yellow,45.1781,94.2342
yellow,43.0329,95.306
yellow,40.8722,96.3774
yellow,38.6862,97.4397
yellow,36.4575,98.4884
yellow,34.1747,99.5204
yellow,31.8327,100.528
yellow,29.4504,101.481
yellow,27.0627,102.346
yellow,24.7429,103.064
yellow,22.5414,103.585
yellow,20.5125,103.89
yellow,18.7519,103.954
yellow,17.2968,103.785
yellow,16.1333,103.432
yellow,15.1045,102.833
