tag,x,y
path,39.1153,100.156
path,37.3197,99.2031
path,35.376,97.8065
path,33.6108,96.0871
path,31.893,94.1326
path,30.2046,92.0483
path,28.5333,89.9025
path,26.8612,87.8052
path,25.168,85.8035
path,23.4398,83.9246
path,21.6552,82.1925
path,19.793,80.6338
path,17.8392,79.2659
path,15.7696,78.1188
path,13.5793,77.201
path,11.2712,76.512
path,8.86112,76.038
path,6.36476,75.7654
path,3.79239,75.6855
path,1.1576,75.7899
path,-1.51724,76.0466
path,-4.20784,76.4097
path,-6.86311,76.7707
path,-9.42731,77.0093
path,-11.8641,77.0469
path,-14.1171,76.7629
path,-16.1339,76.0437
path,-17.9058,74.8635
path,-19.4535,73.247
path,-20.8392,71.2982
path,-22.0998,69.077
path,-23.2902,66.6736
path,-24.4666,64.1787
path,-25.6629,61.6503
path,-26.9423,59.1851
path,-28.258,56.7917
path,-29.5729,54.4714
path,-30.8046,52.2049
path,-31.8751,49.9759
path,-32.7325,47.7739
path,-33.2966,45.5828
path,-33.4904,43.3866
path,-33.3007,41.1769
path,-32.7549,38.9434
path,-31.9509,36.6802
path,-30.9463,34.3825
path,-29.8273,32.0435
path,-28.6812,29.6561
path,-27.5628,27.2169
path,-26.569,24.7146
path,-25.6712,22.1899
path,-24.8418,19.6732
path,-24.0061,17.2241
path,-23.0944,14.9002
path,-22.0606,12.7398
path,-20.8335,10.8012
path,-19.344,9.14184
path,-17.5729,7.77963
path,-15.5245,6.717
path,-13.2558,5.91694
path,-10.7988,5.35924
path,-8.20199,5.01333
path,-5.5137,4.84867
path,-2.76613,4.84486
path,-0.0101412,4.97372
path,2.71857,5.19267
path,5.40251,5.46734
path,8.02717,5.73504
path,10.5785,5.93262
path,13.0468,6.01824
path,15.4177,5.92914
path,17.6759,5.60061
path,19.8143,4.9967
path,21.8185,4.05496
path,23.7271,2.83336
path,25.565,1.36852
path,27.3764,-0.268355
path,29.2045,-2.00901
path,31.0779,-3.80794
path,33.04,-5.59679
path,35.1369,-7.30645
path,37.3818,-8.89582
path,39.7785,-10.3077
path,42.264,-11.5037
path,44.8027,-12.4564
path,47.3393,-13.1254
path,49.8189,-13.47
path,52.205,-13.4631
path,54.4391,-13.0599
path,56.4779,-12.2333
path,58.3184,-10.9952
path,59.9938,-9.40727
path,61.5569,-7.55402
path,63.0402,-5.48856
path,64.4923,-3.29053
path,65.9624,-1.03999
path,67.4816,1.21124
path,69.1079,3.37437
path,70.8148,5.44228
path,72.5737,7.42082
path,74.3112,9.34783
path,75.9577,11.2577
path,77.4669,13.1732
path,78.7695,15.1285
path,79.7906,17.1592
path,80.5015,19.2831
path,80.8658,21.5246
path,81.0046,23.8629
path,80.9881,26.2871
path,80.9305,28.7781
path,80.9446,31.3174
path,81.1054,33.8928
path,81.53,36.4858
path,82.3259,39.0778
path,83.4958,41.6538
path,84.9559,44.1881
path,86.5116,46.6511
path,88.0459,49.0235
path,89.3835,51.2762
path,90.3485,53.3802
path,90.8246,55.3164
path,90.6093,57.0489
path,89.6619,58.5833
path,88.0265,59.9417
path,85.8992,61.1908
path,83.4836,62.3992
path,80.9117,63.6116
path,78.3854,64.8963
path,76.1034,66.3207
path,74.1314,67.9092
path,72.4886,69.6748
path,71.0609,71.5898
path,69.7873,73.6403
path,68.575,75.8052
path,67.3292,78.0639
path,65.996,80.4007
path,64.4914,82.7924
path,62.8376,85.1918
path,61.0443,87.5683
path,59.1359,89.874
path,57.135,92.0615
path,55.0567,94.099
path,52.9236,95.939
path,50.7583,97.5341
path,48.5757,98.8525
path,46.3987,99.8468
path,44.2496,100.469
path,42.1437,100.689
path,39.8951,100.332
path,38.9959,100.177
big_orange,41.6266,95.8328
big_orange,39.9801,94.9696
yellow,38.5922,93.9782
yellow,37.2393,92.6471
yellow,35.7152,90.9091
yellow,34.1199,88.9387
yellow,32.4607,86.808
yellow,30.7257,84.6325
yellow,28.9184,82.4968
yellow,27.0237,80.4381
yellow,25.005,78.4805
yellow,22.8358,76.6663
yellow,20.4895,75.0261
yellow,17.9505,73.6195
yellow,15.2612,72.4924
yellow,12.4679,71.6573
yellow,9.61326,71.0949
yellow,6.71159,70.7775
yellow,3.76892,70.6856
yellow,0.818347,70.8014
yellow,-2.09103,71.0796
yellow,-4.879,71.4549
yellow,-7.43374,71.8034
yellow,-9.70303,72.0169
yellow,-11.6017,72.0538
yellow,-12.9734,71.8954
yellow,-13.8931,71.5739
yellow,-14.6843,71.0396
yellow,-15.5924,70.0702
yellow,-16.6176,68.6191
yellow,-17.6819,66.7356
yellow,-18.7882,64.4982
yellow,-19.9456,62.0433
yellow,-21.1832,59.4295
yellow,-22.532,56.8294
yellow,-23.8919,54.3551
yellow,-25.2014,52.0444
yellow,-26.3542,49.9257
yellow,-27.2903,47.981
yellow,-27.9753,46.2347
yellow,-28.3696,44.7317
yellow,-28.4904,43.3819
yellow,-28.3679,41.9934
yellow,-27.966,40.3809
yellow,-27.303,38.5233
yellow,-26.4004,36.4646
yellow,-25.3183,34.2044
yellow,-24.1546,31.7798
yellow,-22.9652,29.1821
yellow,-21.8893,26.4756
yellow,-20.9411,23.8104
yellow,-20.1012,21.2628
yellow,-19.3108,18.943
yellow,-18.5075,16.8902
yellow,-17.6824,15.1546
yellow,-16.8432,13.814
yellow,-15.9454,12.8092
yellow,-14.8931,12.0008
yellow,-13.5437,11.3079
yellow,-11.8751,10.7225
yellow,-9.9188,10.2812
yellow,-7.7212,9.99016
yellow,-5.35881,9.84627
yellow,-2.8797,9.84357
yellow,-0.32658,9.96369
yellow,2.26446,10.172
yellow,4.89432,10.4414
yellow,7.57952,10.715
yellow,10.2968,10.9247
yellow,13.0504,11.0182
yellow,15.867,10.9089
yellow,18.7133,10.4918
yellow,21.5621,9.68124
yellow,24.2377,8.43072
yellow,26.6408,6.8967
yellow,28.8031,5.17831
yellow,30.7776,3.39662
yellow,32.6601,1.60466
yellow,34.4935,-0.156446
yellow,36.3043,-1.80942
yellow,38.1619,-3.32531
yellow,40.0967,-4.69709
yellow,42.1343,-5.89742
yellow,44.2302,-6.90647
yellow,46.3246,-7.69369
yellow,48.3295,-8.22448
yellow,50.165,-8.482
yellow,51.7629,-8.48265
yellow,53.0563,-8.25493
yellow,54.1288,-7.81956
yellow,55.1859,-7.09813
yellow,56.3526,-5.9806
yellow,57.6094,-4.48523
yellow,58.9219,-2.6531
yellow,60.3133,-0.545378
yellow,61.7971,1.72583
yellow,63.4095,4.11275
yellow,65.1803,6.46857
yellow,67.0173,8.69483
yellow,68.8484,10.7558
yellow,70.5613,12.6551
yellow,72.1007,14.4395
yellow,73.4216,16.1119
yellow,74.4499,17.6466
yellow,75.1756,19.0832
yellow,75.6466,20.4788
yellow,75.8957,22.0706
yellow,76.0063,23.9913
yellow,75.9887,26.2117
yellow,75.9307,28.7348
yellow,75.9475,31.4882
yellow,76.1372,34.4555
yellow,76.663,37.6315
yellow,77.6526,40.8554
yellow,79.05,43.9418
yellow,80.675,46.7715
yellow,82.2984,49.3435
yellow,83.7982,51.6611
yellow,84.9629,53.6125
yellow,85.6391,55.06
yellow,85.8372,55.671
yellow,85.8987,55.3724
yellow,85.9322,55.2532
yellow,85.1785,55.8321
yellow,83.5202,56.7931
yellow,81.3003,57.901
yellow,78.7123,59.1213
yellow,75.9311,60.5402
yellow,73.2135,62.2404
yellow,70.7305,64.244
yellow,68.6492,66.4719
yellow,66.9286,68.7749
yellow,65.4804,71.1005
yellow,64.2044,73.3766
yellow,62.969,75.6169
yellow,61.7088,77.8277
yellow,60.3168,80.0405
yellow,58.7833,82.2655
yellow,57.122,84.4674
yellow,55.3638,86.5921
yellow,53.538,88.5885
yellow,51.67,90.4206
yellow,49.8022,92.0331
yellow,47.9749,93.3804
yellow,46.2326,94.4356
yellow,44.6482,95.1632
yellow,43.2791,95.5645
yellow,42.3014,95.6912
yellow,40.6979,95.3969
yellow,40.0945,95.2989
big_orange,36.604,104.48
big_orange,34.6593,103.437
blue,32.1597,101.635
blue,29.9822,99.5271
blue,28.0708,97.3562
blue,26.2892,95.158
blue,24.6059,92.997
blue,22.9968,90.9779
blue,21.4176,89.1102
blue,19.8559,87.4111
blue,18.3055,85.9046
blue,16.7502,84.6013
blue,15.189,83.5058
blue,13.5886,82.618
blue,11.8974,81.9096
blue,10.0745,81.3667
blue,8.10897,80.9811
blue,6.01793,80.7534
blue,3.81586,80.6855
blue,1.49685,80.7783
blue,-0.943452,81.0136
blue,-3.53669,81.3644
blue,-6.29247,81.7381
blue,-9.15159,82.0017
blue,-12.1264,82.04
blue,-15.2607,81.6303
blue,-18.3747,80.5135
blue,-21.1273,78.6874
blue,-23.3145,76.4238
blue,-25.0609,73.9773
blue,-26.5177,71.4184
