tag,x,y
path,-24.6986,41.0947
path,-23.2785,39.2335
path,-21.564,37.2696
path,-19.7999,35.5376
path,-17.9959,33.845
path,-16.2283,32.1238
path,-14.5416,30.3348
path,-13.0102,28.4118
path,-11.5974,26.3893
path,-10.2802,24.289
path,-9.00923,22.1566
path,-7.73709,20.0366
path,-6.43517,17.9549
path,-5.05485,15.9574
path,-3.61244,14.0134
path,-2.11915,12.1019
path,-0.602726,10.1788
path,0.910309,8.2008
path,2.40493,6.14453
path,3.85188,3.96078
path,5.2883,1.74237
path,6.74058,-0.445329
path,8.26145,-2.47609
path,9.90208,-4.22653
path,11.694,-5.62171
path,13.6932,-6.5248
path,15.8795,-7.01779
path,18.2361,-7.16575
path,20.72,-7.11708
path,23.291,-7.01199
path,25.9225,-6.94383
path,28.5737,-7.0591
path,31.2059,-7.48358
path,33.8,-8.22726
path,36.3363,-9.20521
path,38.8036,-10.2418
path,41.1933,-11.2312
path,43.4926,-12.0148
path,45.6876,-12.4293
path,47.7724,-12.3827
path,49.7341,-11.7167
path,51.6101,-10.5552
path,53.4245,-8.97618
path,55.2205,-7.13524
path,57.0397,-5.18091
path,58.9101,-3.21223
path,60.8772,-1.38704
path,62.9695,0.179241
path,65.1829,1.46888
path,67.4756,2.54478
path,69.7906,3.50781
path,72.0925,4.4195
path,74.3278,5.37211
path,76.4413,6.46109
path,78.4027,7.73842
path,80.1655,9.28372
path,81.749,11.058
path,83.1624,13.0414
path,84.4251,15.1944
path,85.5557,17.4793
path,86.5664,19.871
path,87.4757,22.3315
path,88.3031,24.8221
path,89.0554,27.3234
path,89.7372,29.8124
path,90.3302,32.2897
path,90.8244,34.7539
path,91.2043,37.203
path,91.4546,39.6347
path,91.5648,42.0479
path,91.5186,44.44
path,91.3028,46.8097
path,90.9222,49.1595
path,90.4017,51.498
path,89.7833,53.8384
path,89.0926,56.1887
path,88.3685,58.5614
path,87.6496,60.9685
path,86.9617,63.4182
path,86.3506,65.9269
path,85.8195,68.4862
path,85.3521,71.0795
path,84.8897,73.662
path,84.3718,76.188
path,83.7587,78.6274
path,82.9915,80.9352
path,82.0097,83.0657
path,80.7768,84.9906
path,79.2274,86.6611
path,77.3922,88.0861
path,75.2955,89.2735
path,72.9945,90.248
path,70.5431,91.0322
path,67.9772,91.641
path,65.3507,92.0969
path,62.7195,92.4228
path,60.1106,92.6327
path,57.5567,92.7471
path,55.0449,92.782
path,52.5707,92.7486
path,50.1259,92.6631
path,47.7023,92.5422
path,45.2947,92.3968
path,42.8949,92.2425
path,40.4954,92.099
path,38.0922,91.9855
path,35.6807,91.9396
path,33.2567,92.0026
path,30.8176,92.2016
path,28.3591,92.5771
path,25.8767,93.1707
path,23.3685,94.0061
path,20.8273,95.1371
path,18.2806,96.4668
path,15.7497,97.9196
path,13.2758,99.3406
path,10.8987,100.581
path,8.64491,101.542
path,6.55441,102.074
path,4.67087,102.018
path,3.00524,101.318
path,1.56107,99.9272
path,0.252841,98.045
path,-0.968831,95.7838
path,-2.18122,93.3211
path,-3.46129,90.8331
path,-4.85931,88.4352
path,-6.46414,86.3263
